county_fips,year,commodity_desc,AREA HARVESTED,AREA PLANTED,PRODUCTION,YIELD,class_desc,prodn_practice_desc,util_practice_desc,cv_mean,yield_unit
17197,2019,SOYBEANS,92700.0,93000.0,4435000.0,47.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17197,2020,CORN,89200.0,90800.0,15538000.0,174.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
17197,2020,SOYBEANS,103500.0,104000.0,5641000.0,54.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.7,BU / ACRE
17197,2020,WHEAT,3150.0,3500.0,218000.0,69.2,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.9,BU / ACRE
17197,2021,CORN,88000.0,89200.0,16509000.0,187.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.4,BU / ACRE
17197,2021,OATS,350.0,900.0,35500.0,101.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,30.4,BU / ACRE
17197,2021,SOYBEANS,105700.0,106500.0,6173000.0,58.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17197,2022,CORN,87600.0,89300.0,18203000.0,207.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
17197,2022,SOYBEANS,104700.0,105000.0,5989000.0,57.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.5,BU / ACRE
17197,2022,WHEAT,2810.0,3300.0,220000.0,78.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.0,BU / ACRE
17197,2023,CORN,89700.0,91000.0,17509000.0,195.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.2,BU / ACRE
17197,2023,OATS,450.0,1000.0,42000.0,93.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,22.7,BU / ACRE
17197,2023,SOYBEANS,101500.0,102000.0,5857000.0,57.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17197,2024,CORN,90200.0,91300.0,17517000.0,194.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.0,BU / ACRE
17197,2024,SOYBEANS,101600.0,102000.0,5578000.0,54.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2.4,BU / ACRE
17197,2024,WHEAT,3100.0,3400.0,276000.0,89.0,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,5.5,BU / ACRE
17199,2010,CORN,19000.0,20000.0,2368000.0,124.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2010,SOYBEANS,27900.0,28000.0,972000.0,34.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2010,WHEAT,300.0,700.0,14900.0,49.7,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2011,CORN,14900.0,16000.0,1863000.0,125.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2011,SOYBEANS,32300.0,33000.0,1029000.0,31.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2011,WHEAT,1400.0,2100.0,100000.0,71.4,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2012,CORN,20100.0,21900.0,677000.0,33.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2012,SORGHUM,700.0,800.0,52500.0,75.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2012,SOYBEANS,28700.0,30000.0,847000.0,29.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2012,WHEAT,2200.0,2500.0,131000.0,59.5,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2013,CORN,18700.0,18900.0,3245000.0,173.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2013,SOYBEANS,31200.0,31200.0,1357000.0,43.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2014,CORN,17000.0,17200.0,2748000.0,161.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2014,SOYBEANS,29800.0,29900.0,1253000.0,42.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2014,WHEAT,1900.0,2400.0,89000.0,46.8,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2015,CORN,16100.0,16200.0,2655000.0,164.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2015,SOYBEANS,27800.0,27800.0,1279000.0,46.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2016,CORN,13400.0,13500.0,1445000.0,107.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2016,SOYBEANS,34700.0,35000.0,1475000.0,42.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2017,CORN,14200.0,14300.0,2357000.0,166.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2017,SOYBEANS,33800.0,33900.0,1595000.0,47.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2018,CORN,17000.0,17200.0,2811000.0,165.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2018,SOYBEANS,36100.0,37000.0,1647000.0,45.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2019,CORN,14500.0,15100.0,2108000.0,145.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17199,2020,CORN,18500.0,18800.0,2876000.0,155.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.3,BU / ACRE
17199,2020,SOYBEANS,34200.0,34400.0,1806000.0,52.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17199,2022,CORN,18700.0,19100.0,3241000.0,173.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.3,BU / ACRE
17199,2022,SOYBEANS,36500.0,36700.0,1675000.0,45.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.5,BU / ACRE
17199,2023,CORN,20600.0,20800.0,3508000.0,170.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.2,BU / ACRE
17199,2023,SOYBEANS,35700.0,35800.0,1781000.0,49.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.5,BU / ACRE
17199,2024,CORN,15500.0,15700.0,2246000.0,144.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.0,BU / ACRE
17199,2024,SOYBEANS,34800.0,35100.0,1496000.0,43.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,3.6,BU / ACRE
17201,2010,CORN,102000.0,103000.0,17594000.0,172.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2010,OATS,800.0,1100.0,56400.0,70.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2010,SOYBEANS,41800.0,42000.0,2290000.0,54.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2010,WHEAT,2650.0,2700.0,201000.0,75.8,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2011,CORN,100600.0,102000.0,16313000.0,162.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2011,SOYBEANS,39900.0,40000.0,2094000.0,52.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2011,WHEAT,4400.0,4700.0,329000.0,74.8,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2012,CORN,99000.0,103000.0,9862000.0,99.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2012,OATS,400.0,700.0,36000.0,90.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2012,SOYBEANS,41800.0,42000.0,1646000.0,39.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2013,CORN,94100.0,96000.0,16298000.0,173.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2013,OATS,290.0,1200.0,26300.0,90.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2013,SOYBEANS,45300.0,45300.0,2387000.0,52.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2013,WHEAT,5400.0,5600.0,378000.0,70.0,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2014,CORN,82300.0,84000.0,15668000.0,190.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2014,SOYBEANS,44100.0,44200.0,2318000.0,52.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2014,WHEAT,2900.0,3700.0,198000.0,68.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2015,CORN,80000.0,81400.0,14787000.0,184.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2015,OATS,600.0,1000.0,49000.0,81.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2015,SOYBEANS,46800.0,46800.0,2568000.0,54.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2015,WHEAT,3200.0,3300.0,227000.0,70.9,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2016,CORN,80100.0,83300.0,15533000.0,193.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2016,OATS,890.0,1100.0,83500.0,93.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2016,SOYBEANS,45600.0,45700.0,2678000.0,58.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2016,WHEAT,2400.0,2500.0,178000.0,74.2,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2017,CORN,73600.0,76000.0,13544000.0,184.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2017,SOYBEANS,54200.0,54800.0,2557000.0,47.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2017,WHEAT,1800.0,1900.0,141000.0,78.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2018,CORN,90600.0,92300.0,16706000.0,184.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2018,OATS,450.0,700.0,40000.0,88.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2018,SOYBEANS,53200.0,55000.0,2998000.0,56.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2018,WHEAT,2100.0,2400.0,134000.0,63.8,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2019,CORN,80300.0,83000.0,15401000.0,191.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2019,OATS,100.0,1700.0,7000.0,70.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2019,SOYBEANS,47700.0,48000.0,2661000.0,55.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2019,WHEAT,1970.0,2400.0,151000.0,76.6,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17201,2020,CORN,90500.0,92200.0,17379000.0,192.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
17201,2020,OATS,190.0,700.0,9100.0,47.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,30.5,BU / ACRE
17201,2020,SOYBEANS,49100.0,49300.0,2784000.0,56.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17201,2020,WHEAT,2450.0,2800.0,185000.0,75.5,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.9,BU / ACRE
17201,2021,CORN,84100.0,85200.0,16467000.0,195.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.3,BU / ACRE
17201,2021,OATS,200.0,1100.0,16500.0,82.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,47.4,BU / ACRE
17201,2021,SOYBEANS,54300.0,54800.0,3090000.0,56.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.7,BU / ACRE
17201,2021,WHEAT,3370.0,3700.0,253000.0,75.1,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2.2,BU / ACRE
17201,2022,CORN,84000.0,85600.0,17346000.0,206.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
17201,2022,OATS,110.0,600.0,8000.0,72.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,24.7,BU / ACRE
17201,2022,SOYBEANS,56900.0,57100.0,3573000.0,62.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.5,BU / ACRE
17201,2022,WHEAT,3190.0,3700.0,259000.0,81.2,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.1,BU / ACRE
17201,2023,CORN,88100.0,89200.0,16774000.0,190.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.2,BU / ACRE
17201,2023,SOYBEANS,53600.0,53800.0,2809000.0,52.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17201,2023,WHEAT,2320.0,2500.0,211000.0,90.9,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2.2,BU / ACRE
17201,2024,CORN,83600.0,84700.0,17631000.0,210.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.0,BU / ACRE
17201,2024,SOYBEANS,62100.0,62200.0,3714000.0,59.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,6.9,BU / ACRE
17201,2024,WHEAT,3080.0,3400.0,312000.0,101.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,3.8,BU / ACRE
17203,2010,CORN,146000.0,147000.0,25033000.0,171.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2010,SOYBEANS,99600.0,100000.0,5585000.0,56.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2010,WHEAT,1200.0,1200.0,63500.0,52.9,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2011,CORN,148400.0,150000.0,27681000.0,186.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2011,OATS,480.0,500.0,38400.0,80.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2011,SOYBEANS,97900.0,98000.0,5924000.0,60.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2011,WHEAT,2300.0,2400.0,158000.0,68.7,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2012,CORN,144000.0,146500.0,14757000.0,102.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2012,SOYBEANS,99500.0,100000.0,4629000.0,46.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2012,WHEAT,1890.0,1900.0,129000.0,68.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2013,CORN,133100.0,134000.0,25597000.0,192.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2013,SOYBEANS,108400.0,108500.0,6166000.0,56.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2013,WHEAT,2700.0,2800.0,165000.0,61.1,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2014,CORN,130900.0,132000.0,28477000.0,217.5,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2014,SOYBEANS,113700.0,114000.0,6979000.0,61.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2014,WHEAT,1200.0,1600.0,67300.0,56.1,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2015,CORN,127700.0,128500.0,25662000.0,201.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2015,OATS,440.0,600.0,34500.0,78.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2015,SOYBEANS,118500.0,118500.0,7513000.0,63.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2015,WHEAT,2100.0,2200.0,130000.0,61.9,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2016,CORN,133200.0,134000.0,31010000.0,232.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2016,SOYBEANS,115000.0,115500.0,7700000.0,67.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2016,WHEAT,2100.0,2200.0,175000.0,83.3,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2017,CORN,128100.0,130000.0,27441000.0,214.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2017,SOYBEANS,122400.0,123000.0,7392000.0,60.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2018,CORN,122900.0,124000.0,27489000.0,223.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2018,SOYBEANS,117000.0,120000.0,7569000.0,64.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2019,CORN,121300.0,122000.0,22272000.0,183.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2019,OATS,90.0,1700.0,5200.0,57.8,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2019,SOYBEANS,116500.0,117000.0,7152000.0,61.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2019,WHEAT,1940.0,2500.0,123000.0,63.4,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17203,2020,CORN,121900.0,124000.0,24227000.0,198.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
17203,2020,OATS,410.0,1400.0,20500.0,50.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,28.1,BU / ACRE
17203,2020,SOYBEANS,116500.0,117000.0,7374000.0,63.3,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17203,2021,CORN,116000.0,117500.0,25543000.0,220.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.2,BU / ACRE
17203,2021,SOYBEANS,120000.0,121000.0,8172000.0,68.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17203,2021,WHEAT,3910.0,4300.0,307000.0,78.5,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,2.2,BU / ACRE
17203,2022,CORN,122700.0,125000.0,28920000.0,235.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.1,BU / ACRE
17203,2022,SOYBEANS,113100.0,113500.0,7815000.0,69.1,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.5,BU / ACRE
17203,2023,CORN,118400.0,120000.0,26427000.0,223.2,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.2,BU / ACRE
17203,2023,SOYBEANS,115900.0,116500.0,7812000.0,67.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,0.6,BU / ACRE
17203,2024,SOYBEANS,116100.0,116500.0,8638000.0,74.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,1.8,BU / ACRE
17203,2024,WHEAT,5290.0,5800.0,437000.0,82.6,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,4.1,BU / ACRE
17998,2010,CORN,10750.0,12000.0,1252000.0,116.94999999999999,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2010,OATS,2700.0,4350.0,171850.0,64.825,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2010,SORGHUM,3366.6666666666665,3600.0,319566.6666666667,96.7,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2010,SOYBEANS,6900.0,7000.0,345000.0,50.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2010,WHEAT,9188.888888888889,10777.777777777777,505311.1111111111,58.022222222222226,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2011,CORN,12700.0,14000.0,1726000.0,134.6,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2011,OATS,2464.0,3580.0,168960.0,69.17999999999999,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2011,SORGHUM,5175.0,5450.0,503500.0,96.0,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2011,SOYBEANS,15250.0,15500.0,589500.0,38.900000000000006,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2011,WHEAT,16800.0,17500.0,1022188.8888888889,64.15555555555555,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2012,CORN,84980.0,100300.0,7617600.0,82.56,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2012,OATS,1350.0,2766.6666666666665,96433.33333333333,70.16666666666667,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2012,SORGHUM,5200.0,5633.333333333333,329866.6666666667,61.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2012,SOYBEANS,24900.0,25666.666666666668,835333.3333333334,35.9,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2012,WHEAT,13820.0,14200.0,938977.7777777778,67.82222222222222,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2013,CORN,84866.66666666667,86616.66666666667,14532833.333333334,161.73333333333335,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2013,OATS,2812.0,3940.0,197400.0,65.46,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2013,SORGHUM,2742.5,3125.0,265025.0,90.4,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2013,SOYBEANS,67880.0,67960.0,3281000.0,44.739999999999995,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
17998,2013,WHEAT,19402.222222222223,20411.11111111111,1240655.5555555555,65.01111111111112,WINTER,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,,BU / ACRE
